Thời gian cào:    Fri Nov 07 2025 14:11:15 GMT+0700 (Indochina Time)
Post URL:            https://www.tiktok.com/@thaihoa_entertainment/video/7524182856457800980
Người đăng:          Thái Hoà Entertainment
Tag người đăng:      @thaihoa_entertainment
URL người đăng:      https://www.tiktok.com/@thaihoa_entertainment
Thời gian đăng:      7-7-2025
Số lượt tym:         4533
Số lượt comment:     233
Số lượt lưu:         1134
Số lượt share:       N/A
Mô tả của bài đăng:  "HỌC PHÍ ĐẠI HỌC 2025: “LỘ TRÌNH TĂNG KHÔNG PHANH” - CÁC CHIẾN BINH 2K7 THI ĐẬU ĐẠI HỌC GIỜ CHỈ MỚI LÀ BƯỚC 1!. #HọcPhíĐạiHọc #ThuHọcPhí #HọcPhíGiáoDụcĐạiHọc #ĐạiHọcCôngLập#TháiHoàEntertainment. ẩn bớt"
Số bình luận cấp 1:  112
Số bình luận cấp 2:  18
Tổng số bình luận thực tế đã load:  130
Số bình luận TikTok hiển thị:       233
Chênh lệch số bình luận:            103
STT,Tên,Tag tên,URL,Comment,Time,Likes,Level Comment,Replied To Tag Name,Number of Replies
120,"Darwin_⁰⁷","Darwin_⁰⁷",https://www.tiktok.com/@Darwin_⁰⁷,"mẹ t nói kiếm trường nào học phí rẻ thôi nhà mình nghèo mà t đki trường nào thì trường đó tăng học phí mẹ h t đag có suy nghĩ học cao đẳng 😔",9-7-2025,0,No,---,0
121,"Thanh Pham1982","Thanh Pham1982",https://www.tiktok.com/@Thanh Pham1982,"2k7 khổ từ lúc lọt lòng mẹ,heo zàng đâu hk thấy mà thấy trước mắt các mẹ đẻ năm đó kề giường ngoài hành lang là hỉu rồi..tội cho các con",9-7-2025,0,No,---,0
122,"Xiaohongshujkl","Xiaohongshujkl",https://www.tiktok.com/@Xiaohongshujkl,"Hoy đi du học 🙂",9-7-2025,0,No,---,0
123,"nào có 1 tỷ","nào có 1 tỷ",https://www.tiktok.com/@nào có 1 tỷ,"heo vàng cgi, heo quay thì có",9-7-2025,0,No,---,0
124,"Miku","Miku",https://www.tiktok.com/@Miku,"2k7 bọn mình làm tội tình gì mà sao khổ quá vậy:(((",9-7-2025,0,No,---,0
125,"' độc lập - tự do '❤🌱2k7","' độc lập - tự do '❤🌱2k7",https://www.tiktok.com/@' độc lập - tự do '❤🌱2k7,"mạnh bà có vớt nhầm địch trong đất Tổ Quốc cho đủ kpi ko mà cho đ.thai khổ vậy",9-7-2025,0,No,---,0
126,"Hải Nam","Hải Nam",https://www.tiktok.com/@Hải Nam,"2k7 kiếp trc là pol pot à",9-7-2025,0,No,---,0
127,"8h cột mốc số 0","8h cột mốc số 0",https://www.tiktok.com/@8h cột mốc số 0,"Chắc kiếp trước t tướng quân mông cổ",9-7-2025,0,No,---,0
128,"Sylion","Sylion",https://www.tiktok.com/@Sylion,"cho hỏi các e 2k7 kiếp trc đã lm nhg j mà giờ phải chịu cảnh như thế này z",8-7-2025,0,No,---,0
129,"bông_1234","bông_1234",https://www.tiktok.com/@bông_1234,"Lợn chx bh xuống giá đến thế :)))",8-7-2025,0,No,---,0
130,"Cái j zẫy bây:)))","Cái j zẫy bây:)))",https://www.tiktok.com/@Cái j zẫy bây:))),"Nghe nói 2k7 heo vàng 🤡",8-7-2025,0,No,---,0
